,,Na23,,,,,,,Mg24 (2+),,,,,,,K39,,,,,,,Ca40 (2+),,,,,,,F-,,,,,,,,Cl-,,,,,,,,NO2-,,,,,,,,Br-,,,,,,,,NO3-,,,,,,,,PO4,,,,,,,,SO4 -2,,,,,,,,Ca+Mg,Alkalinity as CaCO3 -Used Ca+mg regression equation of 1.8758*(Ca+mg)+91.44 for Na's.,,,,,,
Name,Date,(ug/L),molar mass (g),mg/L,g/L,mol/L,mmol/L,(meq/L),(ug/L),molar mass (g),mg/L,g/L,mol/L,mmol/L,(meq/L),(ug/L),molar mass (g),mg/L,g/mol,mol/L,mmol/L,(meq/L),(ug/L),molar mass (g),mg/L,g/mol,mol/L,mmol/L,(meq/L),(umoles/L),molar mass (g),ug/L,mg/L,g/mol,mol/L,mmol/L,(meq/L),Cl- (umoles/L),molar mass (g),ug/L,mg/L,g/mol,mol/L,mmol/L,(meq/L),NO2- (umoles/L),molar mass (g),ug/L,mg/L,g/mol,mol/L,mmol/L,(meq/L),Br- (umoles/L),molar mass (g),ug/L,mg/L,g/mol,mol/L,mmol/L,(meq/L),NO3- (umoles/L),g/mol,ug/L,mg/L,g/mol,mol/L,mmol/L,(meq/L),PO4 (umoles/L),g/mol,ug/L,mg/L,g/mol,mol/L,mmol/L,(meq/L),SO4 (umoles/L),molar mass(g),ug/L,mg/L,g/L,mol/L,mmol/L,(meq/L),mg/L,original alk w/o Ca+Mg fill (mg/L),original alk w/Ca+Mg fill (mg/L) #1_FINAL,molar mass alk,g/L,mol/L,mmol/L,Alk #1-meq/L USGS
Lower Thompson,12/15/2018,1110.850271,22.989769,1.111,0.001,0.0000,0.0483,0.05,19289.39347,24.305,19.289,0.019,0.0008,0.7936,1.59,664.7252478,39.098,0.665,0.001,0.0000,0.0170,0.02,44116.3097,40.078,44.116,0.044,0.0011,1.1008,2.20,5.551518606,18.990,105.423,0.105,0.000,0.0000,0.0056,0.01,28.12769647,35.450,997.127,0.997,0.001,0.0000,0.0281,0.03,BDL,46.006,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,BDL,79.904,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,BDL,62.0049,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,BDL,94.970,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,25.395484,96.060,2439.490,2.439,0.002,0.0000,0.0254,0.05,63.406,200,200,100.0869,0.2,0.001998264,1.998263509,3.996527018
Lower Two,6/26/2018,1299.540653,22.989769,1.300,0.001,0.0001,0.0565,0.06,22630.353,24.305,22.630,0.023,0.0009,0.9311,1.86,382.971,39.098,0.383,0.000,0.0000,0.0098,0.01,65538.300,40.078,65.538,0.066,0.0016,1.6353,3.27,4.559,18.990,86.574,0.087,0.000,0.0000,0.0046,0.00,38.308,35.450,1358.013,1.358,0.001,0.0000,0.0383,0.04,0.000,46.006,0.000,0.000,0.000,0.0000,0.0000,0.00,0.000,79.904,0.000,0.000,0.000,0.0000,0.0000,0.00,0.000,62.0049,0.000,0.000,0.000,0.0000,0.0000,0.00,1.437,94.970,136.495,0.136,0.000,0.0000,0.0014,0.00,25.921,96.060,2489.987,2.490,0.002,0.0000,0.0259,0.05,88.169,270,270,100.0869,0.27,0.002697656,2.697655737,5.395311474
Lower Two,8/5/2018,1704.025298,22.989769,1.704,0.002,0.0001,0.0741,0.07,25665.2962,24.305,25.665,0.026,0.0011,1.0560,2.11,1874.13142,39.098,1.874,0.002,0.0000,0.0479,0.05,68063.9193,40.078,68.064,0.068,0.0017,1.6983,3.40,5.03514802,18.990,95.617,0.096,0.000,0.0000,0.0050,0.01,31.33426596,35.450,1110.800,1.111,0.001,0.0000,0.0313,0.03,0,46.006,0.000,0.000,0.000,0.0000,0.0000,0.00,0,79.904,0.000,0.000,0.000,0.0000,0.0000,0.00,15.38121835,62.0049,953.711,0.954,0.001,0.0000,0.0154,0.02,3.843749635,94.970,365.041,0.365,0.000,0.0000,0.0038,0.00,24.31790008,96.060,2335.977,2.336,0.002,0.0000,0.0243,0.05,93.729,305,305,100.0869,0.305,0.003047352,3.047351851,6.094703702
Lower Two,11/10/2018,1511.250563,22.989769,1.511,0.002,0.0001,0.0657,0.07,22743.33127,24.305,22.743,0.023,0.0009,0.9357,1.87,425.930127,39.098,0.426,0.000,0.0000,0.0109,0.01,65941.178,40.078,65.941,0.066,0.0016,1.6453,3.29,7.228765121,18.990,137.274,0.137,0.000,0.0000,0.0072,0.01,34.70374861,35.450,1230.248,1.230,0.001,0.0000,0.0347,0.03,BDL,46.006,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,BDL,79.904,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,13.26555905,62.0049,822.530,0.823,0.001,0.0000,0.0133,0.01,5.875531914,94.970,557.999,0.558,0.001,0.0000,0.0059,0.01,31.99354386,96.060,3073.300,3.073,0.003,0.0000,0.0320,0.06,88.685,144,144,100.0869,0.144,0.00143875,1.438749726,2.877499453
Mangum,12/18/2017,4500.285182,22.989769,4.500,0.005,0.0002,0.1958,0.20,29891.610,24.305,29.892,0.030,0.0012,1.2299,2.46,1945.140,39.098,1.945,0.002,0.0000,0.0497,0.05,48419.998,40.078,48.420,0.048,0.0012,1.2081,2.42,4.741,18.990,90.029,0.090,0.000,0.0000,0.0047,0.00,154.665,35.450,5482.878,5.483,0.005,0.0002,0.1547,0.15,0.000,46.006,0.000,0.000,0.000,0.0000,0.0000,0.00,0.413,79.904,33.013,0.033,0.000,0.0000,0.0004,0.00,17.810,62.0049,1104.299,1.104,0.001,0.0000,0.0178,0.02,0.580,94.970,55.111,0.055,0.000,0.0000,0.0006,0.00,137.905,96.060,13247.112,13.247,0.013,0.0001,0.1379,0.28,78.312,222,222,100.0869,0.222,0.002218072,2.218072495,4.43614499
Mangum,4/7/2018,3587.035948,22.989769,3.587,0.004,0.0002,0.1560,0.16,28063.684,24.305,28.064,0.028,0.0012,1.1546,2.31,883.586,39.098,0.884,0.001,0.0000,0.0226,0.02,49920.582,40.078,49.921,0.050,0.0012,1.2456,2.49,5.171,18.990,98.200,0.098,0.000,0.0000,0.0052,0.01,151.406,35.450,5367.337,5.367,0.005,0.0002,0.1514,0.15,2.102,46.006,96.706,0.097,0.000,0.0000,0.0021,0.00,0.000,79.904,0.000,0.000,0.000,0.0000,0.0000,0.00,7.861,62.0049,487.430,0.487,0.000,0.0000,0.0079,0.01,1.998,94.970,189.768,0.190,0.000,0.0000,0.0020,0.00,140.973,96.060,13541.865,13.542,0.014,0.0001,0.1410,0.28,77.984,296,296,100.0869,0.296,0.00295743,2.957429993,5.914859987
Mangum,4/7/2018,3732.087026,22.989769,3.732,0.004,0.0002,0.1623,0.16,27563.885,24.305,27.564,0.028,0.0011,1.1341,2.27,861.174,39.098,0.861,0.001,0.0000,0.0220,0.02,49075.699,40.078,49.076,0.049,0.0012,1.2245,2.45,4.585,18.990,87.071,0.087,0.000,0.0000,0.0046,0.00,154.394,35.450,5473.251,5.473,0.005,0.0002,0.1544,0.15,4.987,46.006,229.431,0.229,0.000,0.0000,0.0050,0.00,0.000,79.904,0.000,0.000,0.000,0.0000,0.0000,0.00,1.540,62.0049,95.467,0.095,0.000,0.0000,0.0015,0.00,0.000,94.970,0.000,0.000,0.000,0.0000,0.0000,0.00,143.370,96.060,13772.087,13.772,0.014,0.0001,0.1434,0.29,76.640,296,296,100.0869,0.296,0.00295743,2.957429993,5.914859987
Mangum,5/25/2018,3341.412362,22.989769,3.341,0.003,0.0001,0.1453,0.15,26417.084,24.305,26.417,0.026,0.0011,1.0869,2.17,708.420,39.098,0.708,0.001,0.0000,0.0181,0.02,48302.623,40.078,48.303,0.048,0.0012,1.2052,2.41,3.938,18.990,74.773,0.075,0.000,0.0000,0.0039,0.00,132.972,35.450,4713.850,4.714,0.005,0.0001,0.1330,0.13,0.000,46.006,0.000,0.000,0.000,0.0000,0.0000,0.00,0.000,79.904,0.000,0.000,0.000,0.0000,0.0000,0.00,0.000,62.0049,0.000,0.000,0.000,0.0000,0.0000,0.00,0.000,94.970,0.000,0.000,0.000,0.0000,0.0000,0.00,108.596,96.060,10431.710,10.432,0.010,0.0001,0.1086,0.22,74.720,220,220,100.0869,0.22,0.00219809,2.19808986,4.39617972
Mangum,6/25/2018,3840.839761,22.989769,3.841,0.004,0.0002,0.1671,0.17,31521.318,24.305,31.521,0.032,0.0013,1.2969,2.59,613.134,39.098,0.613,0.001,0.0000,0.0157,0.02,64295.406,40.078,64.295,0.064,0.0016,1.6043,3.21,5.474,18.990,103.943,0.104,0.000,0.0000,0.0055,0.01,150.035,35.450,5318.729,5.319,0.005,0.0002,0.1500,0.15,0.980,46.006,45.102,0.045,0.000,0.0000,0.0010,0.00,0.000,79.904,0.000,0.000,0.000,0.0000,0.0000,0.00,1.953,62.0049,121.099,0.121,0.000,0.0000,0.0020,0.00,0.000,94.970,0.000,0.000,0.000,0.0000,0.0000,0.00,169.599,96.060,16291.638,16.292,0.016,0.0002,0.1696,0.34,95.817,,271.1730096,100.0869,0.27117301,0.002709376,2.709375648,5.418751296
Mangum,7/14/2018,3650.545455,22.989769,3.651,0.004,0.0002,0.1588,0.16,31572.172,24.305,31.572,0.032,0.0013,1.2990,2.60,602.741,39.098,0.603,0.001,0.0000,0.0154,0.02,57189.593,40.078,57.190,0.057,0.0014,1.4270,2.85,4.619,18.990,87.724,0.088,0.000,0.0000,0.0046,0.00,156.243,35.450,5538.826,5.539,0.006,0.0002,0.1562,0.16,2.034,46.006,93.582,0.094,0.000,0.0000,0.0020,0.00,0.000,79.904,0.000,0.000,0.000,0.0000,0.0000,0.00,2.020,62.0049,125.277,0.125,0.000,0.0000,0.0020,0.00,0.000,94.970,0.000,0.000,0.000,0.0000,0.0000,0.00,167.756,96.060,16114.654,16.115,0.016,0.0002,0.1678,0.34,88.762,281,281,100.0869,0.281,0.00280756,2.80756023,5.61512046
Mangum,7/15/2018,3283.30396,22.989769,3.283,0.003,0.0001,0.1428,0.14,27197.136,24.305,27.197,0.027,0.0011,1.1190,2.24,480.556,39.098,0.481,0.000,0.0000,0.0123,0.01,43874.061,40.078,43.874,0.044,0.0011,1.0947,2.19,5.562,18.990,105.623,0.106,0.000,0.0000,0.0056,0.01,149.332,35.450,5293.802,5.294,0.005,0.0001,0.1493,0.15,2.334,46.006,107.359,0.107,0.000,0.0000,0.0023,0.00,0.000,79.904,0.000,0.000,0.000,0.0000,0.0000,0.00,7.766,62.0049,481.505,0.482,0.000,0.0000,0.0078,0.01,0.000,94.970,0.000,0.000,0.000,0.0000,0.0000,0.00,143.477,96.060,13782.357,13.782,0.014,0.0001,0.1435,0.29,71.071,281,281,100.0869,0.281,0.00280756,2.80756023,5.61512046
Mangum,8/4/2018,4665.48894,22.989769,4.665,0.005,0.0002,0.2029,0.20,35906.75716,24.305,35.907,0.036,0.0015,1.4773,2.95,2428.475048,39.098,2.428,0.002,0.0001,0.0621,0.06,61281.68266,40.078,61.282,0.061,0.0015,1.5291,3.06,5.939982305,18.990,112.800,0.113,0.000,0.0000,0.0059,0.01,128.3581132,35.450,4550.295,4.550,0.005,0.0001,0.1284,0.13,0,46.006,0.000,0.000,0.000,0.0000,0.0000,0.00,1.769697996,79.904,141.406,0.141,0.000,0.0000,0.0018,0.00,18.58355382,62.0049,1152.271,1.152,0.001,0.0000,0.0186,0.02,2.105227306,94.970,199.933,0.200,0.000,0.0000,0.0021,0.00,134.4330878,96.060,12913.642,12.914,0.013,0.0001,0.1344,0.27,97.188,268,268,100.0869,0.268,0.002677673,2.677673102,5.355346204
Mangum,9/1/2018,4668.632399,22.989769,4.669,0.005,0.0002,0.2031,0.20,35361.13595,24.305,35.361,0.035,0.0015,1.4549,2.91,2167.232749,39.098,2.167,0.002,0.0001,0.0554,0.06,57400.29979,40.078,57.400,0.057,0.0014,1.4322,2.86,5.721234603,18.990,108.646,0.109,0.000,0.0000,0.0057,0.01,143.5212504,35.450,5087.828,5.088,0.005,0.0001,0.1435,0.14,2.961229731,46.006,136.233,0.136,0.000,0.0000,0.0030,0.00,1.810741112,79.904,144.685,0.145,0.000,0.0000,0.0018,0.00,8.329296884,62.0049,516.457,0.516,0.001,0.0000,0.0083,0.01,0,94.970,0.000,0.000,0.000,0.0000,0.0000,0.00,160.0294772,96.060,15372.432,15.372,0.015,0.0002,0.1600,0.32,92.761,236,236,100.0869,0.236,0.002357951,2.357950941,4.715901881
Mangum,10/14/2018,4566.995705,22.989769,4.567,0.005,0.0002,0.1987,0.20,33496.37452,24.305,33.496,0.033,0.0014,1.3782,2.76,2394.781053,39.098,2.395,0.002,0.0001,0.0613,0.06,56582.55839,40.078,56.583,0.057,0.0014,1.4118,2.82,5.894084828,18.990,111.929,0.112,0.000,0.0000,0.0059,0.01,152.6367688,35.450,5410.973,5.411,0.005,0.0002,0.1526,0.15,1.610222551,46.006,74.079,0.074,0.000,0.0000,0.0016,0.00,1.740186288,79.904,139.048,0.139,0.000,0.0000,0.0017,0.00,10.52807409,62.0049,652.792,0.653,0.001,0.0000,0.0105,0.01,0,94.970,0.000,0.000,0.000,0.0000,0.0000,0.00,159.9930904,96.060,15368.936,15.369,0.015,0.0002,0.1600,0.32,90.079,264,264,100.0869,0.264,0.002637708,2.637707832,5.275415664
Mangum,11/9/2018,4255.174877,22.989769,4.255,0.004,0.0002,0.1851,0.19,30834.66152,24.305,30.835,0.031,0.0013,1.2687,2.54,637.405001,39.098,0.637,0.001,0.0000,0.0163,0.02,54396.74992,40.078,54.397,0.054,0.0014,1.3573,2.71,BDL,18.990,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,157.6036306,35.450,5587.049,5.587,0.006,0.0002,0.1576,0.16,BDL,46.006,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,3.046113582,79.904,243.397,0.243,0.000,0.0000,0.0030,0.00,12.42671917,62.0049,770.517,0.771,0.001,0.0000,0.0124,0.01,BDL,94.970,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,160.802319,96.060,15446.671,15.447,0.015,0.0002,0.1608,0.32,85.231,240,240,100.0869,0.24,0.002397916,2.397916211,4.795832422
Mangum,12/15/2018,4264.665555,22.989769,4.265,0.004,0.0002,0.1855,0.19,30298.56941,24.305,30.299,0.030,0.0012,1.2466,2.49,596.4506323,39.098,0.596,0.001,0.0000,0.0153,0.02,51296.17766,40.078,51.296,0.051,0.0013,1.2799,2.56,8.341090423,18.990,158.397,0.158,0.000,0.0000,0.0083,0.01,158.1333139,35.450,5605.826,5.606,0.006,0.0002,0.1581,0.16,BDL,46.006,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,3.680375506,79.904,294.077,0.294,0.000,0.0000,0.0037,0.00,14.61417571,62.0049,906.151,0.906,0.001,0.0000,0.0146,0.01,BDL,94.970,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,165.4913078,96.060,15897.095,15.897,0.016,0.0002,0.1655,0.33,81.595,222,222,100.0869,0.222,0.002218072,2.218072495,4.43614499
Mangum,12/17/2018,4339.819424,22.989769,4.340,0.004,0.0002,0.1888,0.19,30597.42039,24.305,30.597,0.031,0.0013,1.2589,2.52,620.0499779,39.098,0.620,0.001,0.0000,0.0159,0.02,52609.3507,40.078,52.609,0.053,0.0013,1.3127,2.63,8.188658916,18.990,155.503,0.156,0.000,0.0000,0.0082,0.01,158.362887,35.450,5613.964,5.614,0.006,0.0002,0.1584,0.16,3.789691891,46.006,174.347,0.174,0.000,0.0000,0.0038,0.00,4.46524313,79.904,356.791,0.357,0.000,0.0000,0.0045,0.00,14.77504762,62.0049,916.125,0.916,0.001,0.0000,0.0148,0.01,BDL,94.970,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,165.2268497,96.060,15871.691,15.872,0.016,0.0002,0.1652,0.33,83.207,222,222,100.0869,0.222,0.002218072,2.218072495,4.43614499
Moquitch,6/15/2018,3659.951244,22.989769,3.660,0.004,0.0002,0.1592,0.16,28438.268,24.305,28.438,0.028,0.0012,1.1701,2.34,525.429,39.098,0.525,0.001,0.0000,0.0134,0.01,59127.479,40.078,59.127,0.059,0.0015,1.4753,2.95,5.064,18.990,96.157,0.096,0.000,0.0000,0.0051,0.01,139.223,35.450,4935.457,4.935,0.005,0.0001,0.1392,0.14,0.000,46.006,0.000,0.000,0.000,0.0000,0.0000,0.00,0.000,79.904,0.000,0.000,0.000,0.0000,0.0000,0.00,1.917,62.0049,118.877,0.119,0.000,0.0000,0.0019,0.00,0.000,94.970,0.000,0.000,0.000,0.0000,0.0000,0.00,242.805,96.060,23323.893,23.324,0.023,0.0002,0.2428,0.49,87.566,310,310,100.0869,0.31,0.003097308,3.097308439,6.194616878
Moquitch,11/11/2018,4167.863647,22.989769,4.168,0.004,0.0002,0.1813,0.18,30368.550,24.305,30.369,0.030,0.0012,1.2495,2.50,427.762,39.098,0.428,0.000,0.0000,0.0109,0.01,63267.611,40.078,63.268,0.063,0.0016,1.5786,3.16,8.918,18.990,169.344,0.169,0.000,0.0000,0.0089,0.01,137.274,35.450,4866.353,4.866,0.005,0.0001,0.1373,0.14,BDL,46.006,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,3.208,79.904,256.306,0.256,0.000,0.0000,0.0032,0.00,4.245,62.0049,263.209,0.263,0.000,0.0000,0.0042,0.00,BDL,94.970,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,272.339,96.060,26160.849,26.161,0.026,0.0003,0.2723,0.54,93.636,166,166,100.0869,0.166,0.001658559,1.658558712,3.317117425
Mourning Dove,11/11/2018,3632.182939,22.989769,3.632,0.004,0.0002,0.1580,0.16,27358.610,24.305,27.359,0.027,0.0011,1.1256,2.25,755.360,39.098,0.755,0.001,0.0000,0.0193,0.02,54437.069,40.078,54.437,0.054,0.0014,1.3583,2.72,7.822,18.990,148.539,0.149,0.000,0.0000,0.0078,0.01,110.135,35.450,3904.269,3.904,0.004,0.0001,0.1101,0.11,BDL,46.006,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,3.683,79.904,294.314,0.294,0.000,0.0000,0.0037,0.00,12.878,62.0049,798.479,0.798,0.001,0.0000,0.0129,0.01,BDL,94.970,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,202.142,96.060,19417.742,19.418,0.019,0.0002,0.2021,0.40,81.796,219.5,219.5,100.0869,0.2195,0.002193094,2.193094201,4.386188402
Mourning Dove,12/16/2018,3564.066062,22.989769,3.564,0.004,0.0002,0.1550,0.16,27840.211,24.305,27.840,0.028,0.0011,1.1455,2.29,813.338,39.098,0.813,0.001,0.0000,0.0208,0.02,54866.680,40.078,54.867,0.055,0.0014,1.3690,2.74,8.311,18.990,157.819,0.158,0.000,0.0000,0.0083,0.01,115.311,35.450,4087.782,4.088,0.004,0.0001,0.1153,0.12,4.119,46.006,189.513,0.190,0.000,0.0000,0.0041,0.00,3.741,79.904,298.920,0.299,0.000,0.0000,0.0037,0.00,11.368,62.0049,704.892,0.705,0.001,0.0000,0.0114,0.01,BDL,94.970,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,211.112,96.060,20279.421,20.279,0.020,0.0002,0.2111,0.42,82.707,248,248,100.0869,0.248,0.002477847,2.477846751,4.955693502
Nail,4/7/2018,3068.557926,22.989769,3.069,0.003,0.0001,0.1335,0.13,26095.086,24.305,26.095,0.026,0.0011,1.0737,2.15,685.212,39.098,0.685,0.001,0.0000,0.0175,0.02,47011.302,40.078,47.011,0.047,0.0012,1.1730,2.35,3.855,18.990,73.203,0.073,0.000,0.0000,0.0039,0.00,131.275,35.450,4653.685,4.654,0.005,0.0001,0.1313,0.13,0.000,46.006,0.000,0.000,0.000,0.0000,0.0000,0.00,0.000,79.904,0.000,0.000,0.000,0.0000,0.0000,0.00,15.165,62.0049,940.331,0.940,0.001,0.0000,0.0152,0.02,0.000,94.970,0.000,0.000,0.000,0.0000,0.0000,0.00,109.483,96.060,10516.957,10.517,0.011,0.0001,0.1095,0.22,73.106,290,290,100.0869,0.29,0.002897482,2.897482088,5.794964176
Nail,4/7/2018,3137.34347,22.989769,3.137,0.003,0.0001,0.1365,0.14,25778.386,24.305,25.778,0.026,0.0011,1.0606,2.12,638.424,39.098,0.638,0.001,0.0000,0.0163,0.02,47384.085,40.078,47.384,0.047,0.0012,1.1823,2.36,3.201,18.990,60.794,0.061,0.000,0.0000,0.0032,0.00,109.089,35.450,3867.212,3.867,0.004,0.0001,0.1091,0.11,4.239,46.006,195.009,0.195,0.000,0.0000,0.0042,0.00,0.000,79.904,0.000,0.000,0.000,0.0000,0.0000,0.00,7.725,62.0049,478.966,0.479,0.000,0.0000,0.0077,0.01,0.000,94.970,0.000,0.000,0.000,0.0000,0.0000,0.00,90.595,96.060,8702.575,8.703,0.009,0.0001,0.0906,0.18,73.162,290,290,100.0869,0.29,0.002897482,2.897482088,5.794964176
Nail,6/26/2018,3163.719486,22.989769,3.164,0.003,0.0001,0.1376,0.14,26423.350,24.305,26.423,0.026,0.0011,1.0872,2.17,621.731,39.098,0.622,0.001,0.0000,0.0159,0.02,50254.984,40.078,50.255,0.050,0.0013,1.2539,2.51,5.100,18.990,96.844,0.097,0.000,0.0000,0.0051,0.01,140.931,35.450,4995.993,4.996,0.005,0.0001,0.1409,0.14,1.570,46.006,72.210,0.072,0.000,0.0000,0.0016,0.00,0.000,79.904,0.000,0.000,0.000,0.0000,0.0000,0.00,8.709,62.0049,539.998,0.540,0.001,0.0000,0.0087,0.01,0.000,94.970,0.000,0.000,0.000,0.0000,0.0000,0.00,114.208,96.060,10970.787,10.971,0.011,0.0001,0.1142,0.23,76.678,288,288,100.0869,0.288,0.002877499,2.877499453,5.754998906
Nail,8/4/2018,4062.926148,22.989769,4.063,0.004,0.0002,0.1767,0.18,30208.58405,24.305,30.209,0.030,0.0012,1.2429,2.49,2204.041592,39.098,2.204,0.002,0.0001,0.0564,0.06,50812.8302,40.078,50.813,0.051,0.0013,1.2678,2.54,5.486524111,18.990,104.189,0.104,0.000,0.0000,0.0055,0.01,138.4145573,35.450,4906.796,4.907,0.005,0.0001,0.1384,0.14,1.866566638,46.006,85.872,0.086,0.000,0.0000,0.0019,0.00,1.737563945,79.904,138.838,0.139,0.000,0.0000,0.0017,0.00,7.573702885,62.0049,469.607,0.470,0.000,0.0000,0.0076,0.01,0,94.970,0.000,0.000,0.000,0.0000,0.0000,0.00,157.0939798,96.060,15090.448,15.090,0.015,0.0002,0.1571,0.31,81.021,,243.4199688,100.0869,0.243419969,0.002432086,2.432086205,4.864172411
Nail,9/1/2018,4055.978458,22.989769,4.056,0.004,0.0002,0.1764,0.18,30217.15964,24.305,30.217,0.030,0.0012,1.2432,2.49,2480.901739,39.098,2.481,0.002,0.0001,0.0635,0.06,49986.55091,40.078,49.987,0.050,0.0012,1.2472,2.49,5.364278899,18.990,101.868,0.102,0.000,0.0000,0.0054,0.01,127.1467704,35.450,4507.353,4.507,0.005,0.0001,0.1271,0.13,1.339102994,46.006,61.606,0.062,0.000,0.0000,0.0013,0.00,2.00057458,79.904,159.854,0.160,0.000,0.0000,0.0020,0.00,18.73854632,62.0049,1161.882,1.162,0.001,0.0000,0.0187,0.02,0,94.970,0.000,0.000,0.000,0.0000,0.0000,0.00,104.3335563,96.060,10022.281,10.022,0.010,0.0001,0.1043,0.21,80.204,232,232,100.0869,0.232,0.002317986,2.31798567,4.635971341
Nail,10/14/2018,4066.785346,22.989769,4.067,0.004,0.0002,0.1769,0.18,28974.39747,24.305,28.974,0.029,0.0012,1.1921,2.38,2549.104479,39.098,2.549,0.003,0.0001,0.0652,0.07,49559.28836,40.078,49.559,0.050,0.0012,1.2366,2.47,5.43945669,18.990,103.295,0.103,0.000,0.0000,0.0054,0.01,119.9336787,35.450,4251.649,4.252,0.004,0.0001,0.1199,0.12,2.095185097,46.006,96.390,0.096,0.000,0.0000,0.0021,0.00,2.306885091,79.904,184.329,0.184,0.000,0.0000,0.0023,0.00,14.06964752,62.0049,872.387,0.872,0.001,0.0000,0.0141,0.01,0,94.970,0.000,0.000,0.000,0.0000,0.0000,0.00,103.1980904,96.060,9913.209,9.913,0.010,0.0001,0.1032,0.21,78.534,232,232,100.0869,0.232,0.002317986,2.31798567,4.635971341
Nail,11/9/2018,3442.214952,22.989769,3.442,0.003,0.0001,0.1497,0.15,27571.40964,24.305,27.571,0.028,0.0011,1.1344,2.27,689.5202747,39.098,0.690,0.001,0.0000,0.0176,0.02,47545.40457,40.078,47.545,0.048,0.0012,1.1863,2.37,7.260285268,18.990,137.873,0.138,0.000,0.0000,0.0073,0.01,134.1697059,35.450,4756.316,4.756,0.005,0.0001,0.1342,0.13,3.60471594,46.006,165.837,0.166,0.000,0.0000,0.0036,0.00,4.060731424,79.904,324.469,0.324,0.000,0.0000,0.0041,0.00,15.80751137,62.0049,980.143,0.980,0.001,0.0000,0.0158,0.02,BDL,94.970,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,109.4597802,96.060,10514.706,10.515,0.011,0.0001,0.1095,0.22,75.117,216,216,100.0869,0.216,0.002158125,2.15812459,4.316249179
Nail,12/15/2018,3523.2071,22.989769,3.523,0.004,0.0002,0.1533,0.15,27056.99105,24.305,27.057,0.027,0.0011,1.1132,2.23,706.5097412,39.098,0.707,0.001,0.0000,0.0181,0.02,47885.33705,40.078,47.885,0.048,0.0012,1.1948,2.39,7.404436306,18.990,140.610,0.141,0.000,0.0000,0.0074,0.01,138.6006292,35.450,4913.392,4.913,0.005,0.0001,0.1386,0.14,4.525901692,46.006,208.216,0.208,0.000,0.0000,0.0045,0.00,4.007247163,79.904,320.195,0.320,0.000,0.0000,0.0040,0.00,15.08260219,62.0049,935.195,0.935,0.001,0.0000,0.0151,0.02,BDL,94.970,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,112.7044722,96.060,10826.392,10.826,0.011,0.0001,0.1127,0.23,74.942,246,246,100.0869,0.246,0.002457864,2.457864116,4.915728232
Nail Source,12/17/2018,3569.039608,22.989769,3.569,0.004,0.0002,0.1552,0.16,27350.97022,24.305,27.351,0.027,0.0011,1.1253,2.25,800.8099897,39.098,0.801,0.001,0.0000,0.0205,0.02,46470.1225,40.078,46.470,0.046,0.0012,1.1595,2.32,7.382545967,18.990,140.195,0.140,0.000,0.0000,0.0074,0.01,138.8683016,35.450,4922.881,4.923,0.005,0.0001,0.1389,0.14,BDL,46.006,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,3.440379225,79.904,274.900,0.275,0.000,0.0000,0.0034,0.00,20.13662824,62.0049,1248.570,1.249,0.001,0.0000,0.0201,0.02,BDL,94.970,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,113.0359227,96.060,10858.231,10.858,0.011,0.0001,0.1130,0.23,73.821,,229.9136057,100.0869,0.229913606,0.00229714,2.297139843,4.594279685
