,,Na23,,,,,,,Mg24 (2+),,,,,,,K39,,,,,,,Ca40 (2+),,,,,,,F-,,,,,,,,Cl-,,,,,,,,NO2-,,,,,,,,Br-,,,,,,,,NO3-,,,,,,,,PO4,,,,,,,,SO4 -2,,,,,,,,Ca+Mg,Alkalinity as CaCO3 -Used Ca+mg regression equation of 1.8758*(Ca+mg)+91.44 for Na's.,,,,,,
Name,Date,(ug/L),molar mass (g),mg/L,g/L,mol/L,mmol/L,(meq/L),(ug/L),molar mass (g),mg/L,g/L,mol/L,mmol/L,(meq/L),(ug/L),molar mass (g),mg/L,g/mol,mol/L,mmol/L,(meq/L),(ug/L),molar mass (g),mg/L,g/mol,mol/L,mmol/L,(meq/L),(umoles/L),molar mass (g),ug/L,mg/L,g/mol,mol/L,mmol/L,(meq/L),Cl- (umoles/L),molar mass (g),ug/L,mg/L,g/mol,mol/L,mmol/L,(meq/L),NO2- (umoles/L),molar mass (g),ug/L,mg/L,g/mol,mol/L,mmol/L,(meq/L),Br- (umoles/L),molar mass (g),ug/L,mg/L,g/mol,mol/L,mmol/L,(meq/L),NO3- (umoles/L),g/mol,ug/L,mg/L,g/mol,mol/L,mmol/L,(meq/L),PO4 (umoles/L),g/mol,ug/L,mg/L,g/mol,mol/L,mmol/L,(meq/L),SO4 (umoles/L),molar mass(g),ug/L,mg/L,g/L,mol/L,mmol/L,(meq/L),mg/L,original alk w/o Ca+Mg fill (mg/L),original alk w/Ca+Mg fill (mg/L) #1_FINAL,molar mass alk,g/L,mol/L,mmol/L,Alk #1-meq/L USGS
Big,11/12/2018,2449.087154,22.989769,2.449,0.002,0.0001,0.1065,0.11,21872.81512,24.305,21.873,0.022,0.0009,0.8999,1.80,681.9094876,39.098,0.682,0.001,0.0000,0.0174,0.02,42979.96206,40.078,42.980,0.043,0.0011,1.0724,2.14,5.882771371,18.990,111.714,0.112,0.000,0.0000,0.0059,0.01,60.0338848,35.450,2128.201,2.128,0.002,0.0001,0.0600,0.06,BDL,46.006,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,2.910170156,79.904,232.534,0.233,0.000,0.0000,0.0029,0.00,5.556150011,62.0049,344.509,0.345,0.000,0.0000,0.0056,0.01,BDL,94.970,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,34.42615842,96.060,3306.977,3.307,0.003,0.0000,0.0344,0.07,64.853,196,196,100.0869,0.196,0.001958298,1.958298239,3.916596478
Big,12/15/2018,2407.187549,22.989769,2.407,0.002,0.0001,0.1047,0.10,21949.80843,24.305,21.950,0.022,0.0009,0.9031,1.81,635.7351376,39.098,0.636,0.001,0.0000,0.0163,0.02,42511.61943,40.078,42.512,0.043,0.0011,1.0607,2.12,5.894803777,18.990,111.942,0.112,0.000,0.0000,0.0059,0.01,60.36519152,35.450,2139.946,2.140,0.002,0.0001,0.0604,0.06,BDL,46.006,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,BDL,79.904,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,13.39066796,62.0049,830.287,0.830,0.001,0.0000,0.0134,0.01,BDL,94.970,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,34.6868985,96.060,3332.023,3.332,0.003,0.0000,0.0347,0.07,64.461,200,200,100.0869,0.2,0.001998264,1.998263509,3.996527018
Big,12/16/2018,2428.880385,22.989769,2.429,0.002,0.0001,0.1057,0.11,21976.24719,24.305,21.976,0.022,0.0009,0.9042,1.81,634.559544,39.098,0.635,0.001,0.0000,0.0162,0.02,42598.27393,40.078,42.598,0.043,0.0011,1.0629,2.13,5.901472807,18.990,112.069,0.112,0.000,0.0000,0.0059,0.01,60.96796224,35.450,2161.314,2.161,0.002,0.0001,0.0610,0.06,BDL,46.006,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,2.923453333,79.904,233.596,0.234,0.000,0.0000,0.0029,0.00,10.2536403,62.0049,635.776,0.636,0.001,0.0000,0.0103,0.01,BDL,94.970,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,34.62847485,96.060,3326.411,3.326,0.003,0.0000,0.0346,0.07,64.575,196,196,100.0869,0.196,0.001958298,1.958298239,3.916596478
Big South,6/27/2018,1514.798808,22.989769,1.515,0.002,0.0001,0.0659,0.07,17486.268,24.305,17.486,0.017,0.0007,0.7195,1.44,360.254,39.098,0.360,0.000,0.0000,0.0092,0.01,52718.809,40.078,52.719,0.053,0.0013,1.3154,2.63,5.971,18.990,113.382,0.113,0.000,0.0000,0.0060,0.01,43.150,35.450,1529.675,1.530,0.002,0.0000,0.0432,0.04,BDL,46.006,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,BDL,79.904,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,3.286,62.0049,203.747,0.204,0.000,0.0000,0.0033,0.00,3.609,94.970,342.737,0.343,0.000,0.0000,0.0036,0.00,20.189,96.060,1939.380,1.939,0.002,0.0000,0.0202,0.04,70.205,,223.1306828,100.0869,0.223130683,0.00222937,2.229369506,4.458739012
Bright Angel,6/27/2018,2097.557817,22.989769,2.098,0.002,0.0001,0.0912,0.09,32533.906,24.305,32.534,0.033,0.0013,1.3386,2.68,435.268,39.098,0.435,0.000,0.0000,0.0111,0.01,55066.649,40.078,55.067,0.055,0.0014,1.3740,2.75,2.742,18.990,52.080,0.052,0.000,0.0000,0.0027,0.00,50.046,35.450,1774.128,1.774,0.002,0.0001,0.0500,0.05,0.000,46.006,0.000,0.000,0.000,0.0000,0.0000,0.00,0.000,79.904,0.000,0.000,0.000,0.0000,0.0000,0.00,0.000,62.0049,0.000,0.000,0.000,0.0000,0.0000,0.00,0.999,94.970,94.897,0.095,0.000,0.0000,0.0010,0.00,16.537,96.060,1588.510,1.589,0.002,0.0000,0.0165,0.03,87.601,242,242,100.0869,0.242,0.002417899,2.417898846,4.835797692
Bright Angel,7/12/2018,1705.808937,22.989769,1.706,0.002,0.0001,0.0742,0.07,32172.873,24.305,32.173,0.032,0.0013,1.3237,2.65,84.275,39.098,0.084,0.000,0.0000,0.0022,0.00,55321.405,40.078,55.321,0.055,0.0014,1.3803,2.76,3.072,18.990,58.328,0.058,0.000,0.0000,0.0031,0.00,43.111,35.450,1528.287,1.528,0.002,0.0000,0.0431,0.04,0.000,46.006,0.000,0.000,0.000,0.0000,0.0000,0.00,0.000,79.904,0.000,0.000,0.000,0.0000,0.0000,0.00,0.000,62.0049,0.000,0.000,0.000,0.0000,0.0000,0.00,0.000,94.970,0.000,0.000,0.000,0.0000,0.0000,0.00,18.866,96.060,1812.262,1.812,0.002,0.0000,0.0189,0.04,87.494,290,290,100.0869,0.29,0.002897482,2.897482088,5.794964176
Bright Angel,11/11/2018,1992.033722,22.989769,1.992,0.002,0.0001,0.0866,0.09,31902.048,24.305,31.902,0.032,0.0013,1.3126,2.63,360.254,39.098,0.360,0.000,0.0000,0.0092,0.01,52718.809,40.078,52.719,0.053,0.0013,1.3154,2.63,5.971,18.990,113.382,0.113,0.000,0.0000,0.0060,0.01,43.150,35.450,1529.675,1.530,0.002,0.0000,0.0432,0.04,BDL,46.006,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,BDL,79.904,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,3.286,62.0049,203.747,0.204,0.000,0.0000,0.0033,0.00,3.609,94.970,342.737,0.343,0.000,0.0000,0.0036,0.00,20.189,96.060,1939.380,1.939,0.002,0.0000,0.0202,0.04,84.621,200,200,100.0869,0.2,0.001998264,1.998263509,3.996527018
Castle,11/12/2017,2458.023097,22.989769,2.458,0.002,0.0001,0.1069,0.11,22666.404,24.305,22.666,0.023,0.0009,0.9326,1.87,839.016,39.098,0.839,0.001,0.0000,0.0215,0.02,40365.949,40.078,40.366,0.040,0.0010,1.0072,2.01,3.907,18.990,74.203,0.074,0.000,0.0000,0.0039,0.00,65.728,35.450,2330.066,2.330,0.002,0.0001,0.0657,0.07,0.208,46.006,9.571,0.010,0.000,0.0000,0.0002,0.00,0.000,79.904,0.000,0.000,0.000,0.0000,0.0000,0.00,10.781,62.0049,668.483,0.668,0.001,0.0000,0.0108,0.01,0.812,94.970,77.111,0.077,0.000,0.0000,0.0008,0.00,39.910,96.060,3833.793,3.834,0.004,0.0000,0.0399,0.08,63.032,,209.676089,100.0869,0.209676089,0.00209494,2.094940387,4.189880774
Castle,12/18/2017,2515.129021,22.989769,2.515,0.003,0.0001,0.1094,0.11,23659.058,24.305,23.659,0.024,0.0010,0.9734,1.95,903.690,39.098,0.904,0.001,0.0000,0.0231,0.02,40733.533,40.078,40.734,0.041,0.0010,1.0164,2.03,3.603,18.990,68.415,0.068,0.000,0.0000,0.0036,0.00,64.556,35.450,2288.510,2.289,0.002,0.0001,0.0646,0.06,0.455,46.006,20.932,0.021,0.000,0.0000,0.0005,0.00,0.000,79.904,0.000,0.000,0.000,0.0000,0.0000,0.00,7.906,62.0049,490.184,0.490,0.000,0.0000,0.0079,0.01,0.446,94.970,42.390,0.042,0.000,0.0000,0.0004,0.00,40.092,96.060,3851.277,3.851,0.004,0.0000,0.0401,0.08,64.393,,212.2276221,100.0869,0.212227622,0.002120434,2.120433564,4.240867128
Castle,4/8/2018,2624.295124,22.989769,2.624,0.003,0.0001,0.1142,0.11,22191.068,24.305,22.191,0.022,0.0009,0.9130,1.83,65.258,39.098,0.065,0.000,0.0000,0.0017,0.00,43710.297,40.078,43.710,0.044,0.0011,1.0906,2.18,4.927,18.990,93.568,0.094,0.000,0.0000,0.0049,0.00,69.236,35.450,2454.421,2.454,0.002,0.0001,0.0692,0.07,0.000,46.006,0.000,0.000,0.000,0.0000,0.0000,0.00,0.000,79.904,0.000,0.000,0.000,0.0000,0.0000,0.00,0.000,62.0049,0.000,0.000,0.000,0.0000,0.0000,0.00,0.000,94.970,0.000,0.000,0.000,0.0000,0.0000,0.00,42.407,96.060,4073.614,4.074,0.004,0.0000,0.0424,0.08,65.901,260,260,100.0869,0.26,0.002597743,2.597742562,5.195485123
Castle,4/8/2018,2348.258824,22.989769,2.348,0.002,0.0001,0.1021,0.10,22977.776,24.305,22.978,0.023,0.0009,0.9454,1.89,389.369,39.098,0.389,0.000,0.0000,0.0100,0.01,43677.930,40.078,43.678,0.044,0.0011,1.0898,2.18,4.422,18.990,83.975,0.084,0.000,0.0000,0.0044,0.00,65.163,35.450,2310.040,2.310,0.002,0.0001,0.0652,0.07,0.000,46.006,0.000,0.000,0.000,0.0000,0.0000,0.00,0.000,79.904,0.000,0.000,0.000,0.0000,0.0000,0.00,0.000,62.0049,0.000,0.000,0.000,0.0000,0.0000,0.00,0.000,94.970,0.000,0.000,0.000,0.0000,0.0000,0.00,40.284,96.060,3869.634,3.870,0.004,0.0000,0.0403,0.08,66.656,260,260,100.0869,0.26,0.002597743,2.597742562,5.195485123
Castle,5/25/2018,2304.031873,22.989769,2.304,0.002,0.0001,0.1002,0.10,22082.981,24.305,22.083,0.022,0.0009,0.9086,1.82,536.940,39.098,0.537,0.001,0.0000,0.0137,0.01,44207.433,40.078,44.207,0.044,0.0011,1.1030,2.21,3.406,18.990,64.684,0.065,0.000,0.0000,0.0034,0.00,66.186,35.450,2346.289,2.346,0.002,0.0001,0.0662,0.07,0.000,46.006,0.000,0.000,0.000,0.0000,0.0000,0.00,0.000,79.904,0.000,0.000,0.000,0.0000,0.0000,0.00,4.436,62.0049,275.063,0.275,0.000,0.0000,0.0044,0.00,0.000,94.970,0.000,0.000,0.000,0.0000,0.0000,0.00,40.595,96.060,3899.573,3.900,0.004,0.0000,0.0406,0.08,66.290,220,220,100.0869,0.22,0.00219809,2.19808986,4.39617972
Castle,6/25/2018,2286.4,22.989769,2.286,0.002,0.0001,0.0995,0.10,22335.826,24.305,22.336,0.022,0.0009,0.9190,1.84,562.414,39.098,0.562,0.001,0.0000,0.0144,0.01,41520.704,40.078,41.521,0.042,0.0010,1.0360,2.07,4.251,18.990,80.729,0.081,0.000,0.0000,0.0043,0.00,72.639,35.450,2575.044,2.575,0.003,0.0001,0.0726,0.07,5.484,46.006,252.291,0.252,0.000,0.0000,0.0055,0.01,0.000,79.904,0.000,0.000,0.000,0.0000,0.0000,0.00,2.119,62.0049,131.407,0.131,0.000,0.0000,0.0021,0.00,0.000,94.970,0.000,0.000,0.000,0.0000,0.0000,0.00,44.478,96.060,4272.583,4.273,0.004,0.0000,0.0445,0.09,63.857,242,242,100.0869,0.242,0.002417899,2.417898846,4.835797692
Castle,7/12/2018,2281.400991,22.989769,2.281,0.002,0.0001,0.0992,0.10,23166.932,24.305,23.167,0.023,0.0010,0.9532,1.91,976.600,39.098,0.977,0.001,0.0000,0.0250,0.02,42993.053,40.078,42.993,0.043,0.0011,1.0727,2.15,4.435,18.990,84.216,0.084,0.000,0.0000,0.0044,0.00,75.546,35.450,2678.099,2.678,0.003,0.0001,0.0755,0.08,0.000,46.006,0.000,0.000,0.000,0.0000,0.0000,0.00,0.000,79.904,0.000,0.000,0.000,0.0000,0.0000,0.00,0.000,62.0049,0.000,0.000,0.000,0.0000,0.0000,0.00,0.000,94.970,0.000,0.000,0.000,0.0000,0.0000,0.00,49.869,96.060,4790.406,4.790,0.005,0.0000,0.0499,0.10,66.160,204,204,100.0869,0.204,0.002038229,2.038228779,4.076457558
Castle,8/4/2018,2609.478522,22.989769,2.609,0.003,0.0001,0.1135,0.11,25062.76188,24.305,25.063,0.025,0.0010,1.0312,2.06,1875.142574,39.098,1.875,0.002,0.0000,0.0480,0.05,45722.34812,40.078,45.722,0.046,0.0011,1.1408,2.28,4.572504778,18.990,86.832,0.087,0.000,0.0000,0.0046,0.00,62.20043918,35.450,2205.006,2.205,0.002,0.0001,0.0622,0.06,0,46.006,0.000,0.000,0.000,0.0000,0.0000,0.00,1.609041543,79.904,128.569,0.129,0.000,0.0000,0.0016,0.00,17.25103506,62.0049,1069.649,1.070,0.001,0.0000,0.0173,0.02,1.908615606,94.970,181.261,0.181,0.000,0.0000,0.0019,0.00,41.4546321,96.060,3982.132,3.982,0.004,0.0000,0.0415,0.08,70.785,230,230,100.0869,0.23,0.002298003,2.298003035,4.596006071
Castle,8/31/2018,3165.690555,22.989769,3.166,0.003,0.0001,0.1377,0.14,25230.1111,24.305,25.230,0.025,0.0010,1.0381,2.08,2543.128518,39.098,2.543,0.003,0.0001,0.0650,0.07,42957.84321,40.078,42.958,0.043,0.0011,1.0719,2.14,4.644751762,18.990,88.204,0.088,0.000,0.0000,0.0046,0.00,60.50141243,35.450,2144.775,2.145,0.002,0.0001,0.0605,0.06,17.49083401,46.006,804.675,0.805,0.001,0.0000,0.0175,0.02,0,79.904,0.000,0.000,0.000,0.0000,0.0000,0.00,16.77421548,62.0049,1040.084,1.040,0.001,0.0000,0.0168,0.02,0,94.970,0.000,0.000,0.000,0.0000,0.0000,0.00,40.1419393,96.060,3856.035,3.856,0.004,0.0000,0.0401,0.08,68.188,240,240,100.0869,0.24,0.002397916,2.397916211,4.795832422
Castle,10/6/2018,3082.087733,22.989769,3.082,0.003,0.0001,0.1341,0.13,24859.67346,24.305,24.860,0.025,0.0010,1.0228,2.05,2449.935427,39.098,2.450,0.002,0.0001,0.0627,0.06,45333.14226,40.078,45.333,0.045,0.0011,1.1311,2.26,4.901988623,18.990,93.089,0.093,0.000,0.0000,0.0049,0.00,62.0013915,35.450,2197.949,2.198,0.002,0.0001,0.0620,0.06,0,46.006,0.000,0.000,0.000,0.0000,0.0000,0.00,0,79.904,0.000,0.000,0.000,0.0000,0.0000,0.00,11.39985685,62.0049,706.847,0.707,0.001,0.0000,0.0114,0.01,0,94.970,0.000,0.000,0.000,0.0000,0.0000,0.00,41.16010604,96.060,3953.840,3.954,0.004,0.0000,0.0412,0.08,70.193,212,212,100.0869,0.212,0.002118159,2.11815932,4.236318639
Castle,10/14/2018,2702.388649,22.989769,2.702,0.003,0.0001,0.1175,0.12,25139.902,24.305,25.140,0.025,0.0010,1.0344,2.07,2266.686933,39.098,2.267,0.002,0.0001,0.0580,0.06,42813.22562,40.078,42.813,0.043,0.0011,1.0682,2.14,4.637061863,18.990,88.058,0.088,0.000,0.0000,0.0046,0.00,61.80551376,35.450,2191.005,2.191,0.002,0.0001,0.0618,0.06,1.367518171,46.006,62.913,0.063,0.000,0.0000,0.0014,0.00,0,79.904,0.000,0.000,0.000,0.0000,0.0000,0.00,11.57369508,62.0049,717.626,0.718,0.001,0.0000,0.0116,0.01,0,94.970,0.000,0.000,0.000,0.0000,0.0000,0.00,40.81416486,96.060,3920.609,3.921,0.004,0.0000,0.0408,0.08,67.953,188,188,100.0869,0.188,0.001878368,1.878367698,3.756735397
Castle,11/10/2018,2487.300835,22.989769,2.487,0.002,0.0001,0.1082,0.11,23428.33123,24.305,23.428,0.023,0.0010,0.9639,1.93,624.0787434,39.098,0.624,0.001,0.0000,0.0160,0.02,42833.43644,40.078,42.833,0.043,0.0011,1.0688,2.14,BDL,18.990,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,66.51818383,35.450,2358.070,2.358,0.002,0.0001,0.0665,0.07,BDL,46.006,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,BDL,79.904,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,4.150479225,62.0049,257.350,0.257,0.000,0.0000,0.0042,0.00,BDL,94.970,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,42.13207065,96.060,4047.207,4.047,0.004,0.0000,0.0421,0.08,66.262,210,210,100.0869,0.21,0.002098177,2.098176684,4.196353369
Castle,12/15/2018,2517.966692,22.989769,2.518,0.003,0.0001,0.1095,0.11,23583.32666,24.305,23.583,0.024,0.0010,0.9703,1.94,629.8727387,39.098,0.630,0.001,0.0000,0.0161,0.02,42532.54267,40.078,42.533,0.043,0.0011,1.0612,2.12,6.513334479,18.990,123.688,0.124,0.000,0.0000,0.0065,0.01,69.06430071,35.450,2448.329,2.448,0.002,0.0001,0.0691,0.07,3.634927351,46.006,167.227,0.167,0.000,0.0000,0.0036,0.00,BDL,79.904,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,9.561548299,62.0049,592.863,0.593,0.001,0.0000,0.0096,0.01,BDL,94.970,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,43.65217015,96.060,4193.227,4.193,0.004,0.0000,0.0437,0.09,66.116,198,198,100.0869,0.198,0.001978281,1.978280874,3.956561748
End North Canyon Wash,6/28/2018,1274.485174,22.989769,1.274,0.001,0.0001,0.0554,0.06,21854.928,24.305,21.855,0.022,0.0009,0.8992,1.80,270.828,39.098,0.271,0.000,0.0000,0.0069,0.01,38937.863,40.078,38.938,0.039,0.0010,0.9716,1.94,3.722,18.990,70.679,0.071,0.000,0.0000,0.0037,0.00,31.129,35.450,1103.534,1.104,0.001,0.0000,0.0311,0.03,0.000,46.006,0.000,0.000,0.000,0.0000,0.0000,0.00,0.000,79.904,0.000,0.000,0.000,0.0000,0.0000,0.00,0.000,62.0049,0.000,0.000,0.000,0.0000,0.0000,0.00,0.000,94.970,0.000,0.000,0.000,0.0000,0.0000,0.00,21.258,96.060,2042.085,2.042,0.002,0.0000,0.0213,0.04,60.793,,205.4751187,100.0869,0.205475119,0.002052967,2.052967159,4.105934318
End North Canyon Wash,9/1/2018,1855.784107,22.989769,1.856,0.002,0.0001,0.0807,0.08,23887.25387,24.305,23.887,0.024,0.0010,0.9828,1.97,1781.645974,39.098,1.782,0.002,0.0000,0.0456,0.05,42625.28688,40.078,42.625,0.043,0.0011,1.0636,2.13,4.18718092,18.990,79.515,0.080,0.000,0.0000,0.0042,0.00,36.74184287,35.450,1302.498,1.302,0.001,0.0000,0.0367,0.04,1.412246887,46.006,64.971,0.065,0.000,0.0000,0.0014,0.00,0,79.904,0.000,0.000,0.000,0.0000,0.0000,0.00,4.650364293,62.0049,288.345,0.288,0.000,0.0000,0.0047,0.00,0,94.970,0.000,0.000,0.000,0.0000,0.0000,0.00,22.23687817,96.060,2136.075,2.136,0.002,0.0000,0.0222,0.04,66.513,,216.204224,100.0869,0.216204224,0.002160165,2.160165056,4.320330112
End North Canyon Wash,10/14/2018,1613.715427,22.989769,1.614,0.002,0.0001,0.0702,0.07,24292.23401,24.305,24.292,0.024,0.0010,0.9995,2.00,2188.032298,39.098,2.188,0.002,0.0001,0.0560,0.06,42070.23999,40.078,42.070,0.042,0.0010,1.0497,2.10,4.167414824,18.990,79.139,0.079,0.000,0.0000,0.0042,0.00,33.70478662,35.450,1194.835,1.195,0.001,0.0000,0.0337,0.03,0,46.006,0.000,0.000,0.000,0.0000,0.0000,0.00,0,79.904,0.000,0.000,0.000,0.0000,0.0000,0.00,0,62.0049,0.000,0.000,0.000,0.0000,0.0000,0.00,2.233447511,94.970,212.111,0.212,0.000,0.0000,0.0022,0.00,22.03473461,96.060,2116.657,2.117,0.002,0.0000,0.0220,0.04,66.362,,215.9227287,100.0869,0.215922729,0.002157353,2.157352548,4.314705096
Locust,11/10/2018,1810.084076,22.989769,1.810,0.002,0.0001,0.0787,0.08,34334.56021,24.305,34.335,0.034,0.0014,1.4127,2.83,488.1571183,39.098,0.488,0.000,0.0000,0.0125,0.01,101996.0159,40.078,101.996,0.102,0.0025,2.5449,5.09,9.15614395,18.990,173.875,0.174,0.000,0.0000,0.0092,0.01,44.44324937,35.450,1575.513,1.576,0.002,0.0000,0.0444,0.04,BDL,46.006,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,BDL,79.904,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,4.027566098,62.0049,249.729,0.250,0.000,0.0000,0.0040,0.00,7.235827908,94.970,687.187,0.687,0.001,0.0000,0.0072,0.01,30.38972281,96.060,2919.237,2.919,0.003,0.0000,0.0304,0.06,136.331,380,380,100.0869,0.38,0.003796701,3.796700667,7.593401334
Lower Thompson,6/27/2018,1132.901976,22.989769,1.133,0.001,0.0000,0.0493,0.05,17044.561,24.305,17.045,0.017,0.0007,0.7013,1.40,446.016,39.098,0.446,0.000,0.0000,0.0114,0.01,41555.309,40.078,41.555,0.042,0.0010,1.0369,2.07,2.551,18.990,48.435,0.048,0.000,0.0000,0.0026,0.00,27.951,35.450,990.871,0.991,0.001,0.0000,0.0280,0.03,0.000,46.006,0.000,0.000,0.000,0.0000,0.0000,0.00,0.000,79.904,0.000,0.000,0.000,0.0000,0.0000,0.00,0.000,62.0049,0.000,0.000,0.000,0.0000,0.0000,0.00,0.000,94.970,0.000,0.000,0.000,0.0000,0.0000,0.00,20.804,96.060,1998.425,1.998,0.002,0.0000,0.0208,0.04,58.600,144,144,100.0869,0.144,0.00143875,1.438749726,2.877499453
Lower Thompson,7/12/2018,991.5696531,22.989769,0.992,0.001,0.0000,0.0431,0.04,16709.600,24.305,16.710,0.017,0.0007,0.6875,1.37,310.178,39.098,0.310,0.000,0.0000,0.0079,0.01,41778.493,40.078,41.778,0.042,0.0010,1.0424,2.08,3.563,18.990,67.657,0.068,0.000,0.0000,0.0036,0.00,39.574,35.450,1402.903,1.403,0.001,0.0000,0.0396,0.04,0.000,46.006,0.000,0.000,0.000,0.0000,0.0000,0.00,0.000,79.904,0.000,0.000,0.000,0.0000,0.0000,0.00,0.000,62.0049,0.000,0.000,0.000,0.0000,0.0000,0.00,0.000,94.970,0.000,0.000,0.000,0.0000,0.0000,0.00,25.583,96.060,2457.520,2.458,0.002,0.0000,0.0256,0.05,58.488,195,195,100.0869,0.195,0.001948307,1.948306921,3.896613843
Lower Thompson,8/6/2018,1289.365863,22.989769,1.289,0.001,0.0001,0.0561,0.06,21194.63638,24.305,21.195,0.021,0.0009,0.8720,1.74,1873.675536,39.098,1.874,0.002,0.0000,0.0479,0.05,44129.37494,40.078,44.129,0.044,0.0011,1.1011,2.20,3.804982198,18.990,72.257,0.072,0.000,0.0000,0.0038,0.00,25.00110876,35.450,886.289,0.886,0.001,0.0000,0.0250,0.03,0,46.006,0.000,0.000,0.000,0.0000,0.0000,0.00,0,79.904,0.000,0.000,0.000,0.0000,0.0000,0.00,1.945885315,62.0049,120.654,0.121,0.000,0.0000,0.0019,0.00,2.348036501,94.970,222.993,0.223,0.000,0.0000,0.0023,0.00,24.22174164,96.060,2326.741,2.327,0.002,0.0000,0.0242,0.05,65.324,,213.9747804,100.0869,0.21397478,0.00213789,2.137889978,4.275779956
Lower Thompson,9/2/2018,1842.135372,22.989769,1.842,0.002,0.0001,0.0801,0.08,21868.61102,24.305,21.869,0.022,0.0009,0.8998,1.80,3010.47506,39.098,3.010,0.003,0.0001,0.0770,0.08,42954.80697,40.078,42.955,0.043,0.0011,1.0718,2.14,4.128770996,18.990,78.405,0.078,0.000,0.0000,0.0041,0.00,37.3811398,35.450,1325.161,1.325,0.001,0.0000,0.0374,0.04,0,46.006,0.000,0.000,0.000,0.0000,0.0000,0.00,0,79.904,0.000,0.000,0.000,0.0000,0.0000,0.00,27.39989235,62.0049,1698.928,1.699,0.002,0.0000,0.0274,0.03,2.236134056,94.970,212.366,0.212,0.000,0.0000,0.0022,0.00,24.68543835,96.060,2371.283,2.371,0.002,0.0000,0.0247,0.05,64.823,236,236,100.0869,0.236,0.002357951,2.357950941,4.715901881
Lower Thompson,10/12/2018,1854.687511,22.989769,1.855,0.002,0.0001,0.0807,0.08,21137.58805,24.305,21.138,0.021,0.0009,0.8697,1.74,2428.654707,39.098,2.429,0.002,0.0001,0.0621,0.06,45126.20465,40.078,45.126,0.045,0.0011,1.1260,2.25,3.671327062,18.990,69.719,0.070,0.000,0.0000,0.0037,0.00,34.09856911,35.450,1208.794,1.209,0.001,0.0000,0.0341,0.03,0,46.006,0.000,0.000,0.000,0.0000,0.0000,0.00,0,79.904,0.000,0.000,0.000,0.0000,0.0000,0.00,0,62.0049,0.000,0.000,0.000,0.0000,0.0000,0.00,0,94.970,0.000,0.000,0.000,0.0000,0.0000,0.00,23.07662401,96.060,2216.741,2.217,0.002,0.0000,0.0231,0.05,66.264,172,172,100.0869,0.172,0.001718507,1.718506618,3.437013235
Lower Thompson,11/11/2018,1136.114569,22.989769,1.136,0.001,0.0000,0.0494,0.05,18882.0731,24.305,18.882,0.019,0.0008,0.7769,1.55,476.6394518,39.098,0.477,0.000,0.0000,0.0122,0.01,44340.15597,40.078,44.340,0.044,0.0011,1.1063,2.21,5.335901193,18.990,101.329,0.101,0.000,0.0000,0.0053,0.01,28.57058851,35.450,1012.827,1.013,0.001,0.0000,0.0286,0.03,BDL,46.006,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,BDL,79.904,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,BDL,62.0049,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,BDL,94.970,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,23.74707867,96.060,2281.144,2.281,0.002,0.0000,0.0237,0.05,63.222,180,180,100.0869,0.18,0.001798437,1.798437158,3.596874316
